coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,number_of_loss_order,average_profit,average_loss,profit_amounts,loss_amounts,avarage_pnl_per_month
sol,681,30,6,16,18,5,13,35.5,-11.3,"""[26.19, 104.61, 1.67, 39.62, 5.41]""","""[-25.91, -15.61, -21.05, -14.93, -0.82, -8.95, -6.29, -13.19, -7.5, -12.59, -2.41, -5.41, -12.16]""",1.4
sol,681,26,6,17,17,5,12,33.5,-11.7,"""[25.79, 99.2, 0.88, 37.34, 4.26]""","""[-16.92, -22.59, -15.66, -6.08, -8.95, -7.43, -14.91, -8.74, -13.34, -3.14, -7.22, -15.52]""",1.2
sol,681,36,6,18,15,4,11,37.9,-10.5,"""[23.16, 92.26, 33.41, 2.92]""","""[-24.71, -1.72, -9.99, -11.48, -14.91, -8.74, -1.03, -14.59, -4.85, -7.52, -15.52]""",1.6
sol,681,44,6,19,12,3,9,49.0,-11.4,"""[21.21, 92.26, 33.41]""","""[-14.46, -10.11, -11.48, -17.61, -9.05, -2.09, -5.77, -15.7, -15.98]""",2.0
sol,681,52,6,20,11,3,8,48.1,-11.4,"""[18.7, 92.26, 33.23]""","""[-14.97, -11.84, -11.48, -17.72, -10.47, -3.29, -5.77, -15.7]""",2.3
sol,681,74,6,21,9,3,6,44.5,-9.9,"""[11.87, 89.63, 31.91]""","""[-10.34, -12.54, -13.66, -11.09, -6.01, -5.77]""",3.3
sol,681,63,6,22,9,3,6,42.9,-10.9,"""[11.87, 86.93, 29.85]""","""[-10.34, -12.54, -17.67, -13.06, -6.01, -6.01]""",2.8
sol,681,56,6,23,9,3,6,43.4,-12.3,"""[11.87, 86.93, 31.48]""","""[-11.64, -14.55, -17.67, -13.4, -9.45, -7.08]""",2.5
sol,681,39,6,24,9,3,6,40.4,-13.7,"""[10.41, 81.57, 29.3]""","""[-16.08, -15.45, -17.67, -14.67, -9.77, -8.43]""",1.7
sol,681,258,7,6,67,25,42,19.0,-5.1,"""[2.46, 0.53, 50.12, 13.38, 1.76, 9.48, 4.88, 4.08, 8.32, 7.23, 2.21, 4.96, 110.74, 2.08, 1.67, 2.62, 9.45, 0.3, 1.71, 6.36, 28.49, 2.41, 14.19, 166.49, 18.44]""","""[-6.15, -10.52, -4.08, -9.24, -4.38, -3.24, -14.48, -8.3, -7.22, -4.49, -16.11, -3.28, -5.92, -4.05, -4.07, -6.07, -4.63, -2.89, -5.36, -3.27, -5.68, -4.57, -6.4, -5.3, -6.28, -5.42, -0.4, -1.14, -2.83, -3.91, -5.54, -5.19, -1.96, -3.88, -3.49, -0.76, -4.42, -0.92, -8.79, -0.62, -5.22, -5.23]""",11.4
sol,681,227,7,7,55,21,34,20.6,-6.1,"""[49.39, 9.25, 1.12, 9.48, 1.7, 3.36, 5.49, 5.79, 1.61, 3.55, 92.87, 4.47, 2.13, 9.45, 0.3, 1.08, 46.33, 1.25, 14.19, 154.45, 16.01]""","""[-3.34, -7.06, -6.48, -5.79, -6.5, -15.66, -10.67, -10.21, -9.02, -5.66, -7.12, -5.31, -3.74, -6.18, -4.85, -5.97, -4.19, -5.92, -0.62, -8.53, -8.73, -1.81, -5.56, -5.01, -0.55, -6.81, -5.79, -1.89, -5.94, -6.54, -8.79, -1.5, -6.54, -7.88]""",10.0
sol,681,152,7,8,49,14,35,26.6,-6.3,"""[46.63, 6.49, 7.15, 1.52, 3.13, 3.35, 87.37, 3.68, 8.82, 38.66, 0.36, 12.79, 142.26, 10.7]""","""[-4.39, -9.13, -8.13, -8.95, -6.5, -19.04, -12.26, -13.42, -1.18, -3.87, -6.04, -5.2, -7.94, -7.0, -1.1, -1.01, -7.21, -5.92, -1.63, -13.27, -8.73, -3.86, -1.77, -8.04, -5.34, -2.03, -7.71, -0.35, -0.04, -4.07, -6.67, -6.54, -10.05, -1.76, -10.24]""",6.7
sol,681,154,7,9,42,12,30,28.9,-6.4,"""[45.02, 0.15, 4.14, 0.56, 1.92, 87.37, 6.29, 7.74, 35.67, 11.64, 136.67, 9.93]""","""[-8.33, -13.9, -13.49, -8.95, -7.4, -13.09, -15.18, -2.99, -5.49, -0.78, -5.97, -7.0, -2.04, -1.01, -8.0, -7.7, -2.16, -8.73, -5.34, -8.04, -7.1, -3.21, -7.71, -0.35, -1.03, -4.07, -0.93, -9.4, -10.05, -3.62]""",6.8
sol,681,178,7,10,36,11,25,33.5,-7.6,"""[41.3, 2.53, 7.71, 104.32, 3.98, 1.46, 6.94, 51.27, 8.91, 135.04, 4.88]""","""[-10.16, -13.9, -14.72, -10.53, -9.36, -15.91, -19.19, -1.09, -4.73, -6.19, -2.99, -0.61, -7.08, -8.33, -1.23, -8.0, -7.7, -5.64, -8.48, -2.41, -5.72, -1.56, -9.4, -10.05, -5.33]""",7.8
sol,681,168,7,11,28,7,21,48.2,-8.0,"""[38.48, 110.45, 0.59, 5.38, 44.4, 10.25, 128.08]""","""[-18.97, -12.24, -11.0, -19.04, -21.14, -5.18, -8.19, -1.45, -1.39, -1.52, -9.21, -9.93, -1.95, -9.13, -9.38, -1.68, -6.65, -2.41, -6.76, -2.17, -9.4]""",7.4
sol,681,44,7,12,25,5,20,40.3,-7.8,"""[35.58, 109.82, 5.03, 43.16, 7.78]""","""[-20.42, -12.24, -11.8, -21.14, -8.82, -9.58, -3.98, -2.48, -3.54, -9.57, -1.95, -9.13, -10.52, -0.51, -1.68, -7.17, -2.41, -7.12, -3.11, -9.4]""",2.0
sol,681,15,7,13,23,4,19,48.0,-9.3,"""[33.92, 108.38, 42.81, 7.04]""","""[-21.36, -13.61, -13.72, -25.06, -11.64, -10.13, -6.49, -5.87, -5.76, -6.29, -9.13, -10.52, -7.5, -3.86, -1.31, -8.27, -2.41, -4.37, -9.72]""",0.7
sol,681,27,7,14,20,6,14,32.7,-12.1,"""[32.55, 3.46, 105.44, 6.42, 41.43, 7.04]""","""[-23.96, -14.77, -15.96, -25.06, -15.91, -11.41, -7.29, -6.29, -11.34, -7.5, -11.76, -2.41, -4.7, -10.91]""",1.2
sol,681,11,7,15,19,5,14,35.6,-11.9,"""[29.81, 101.14, 1.67, 39.62, 5.62]""","""[-25.91, -15.61, -28.69, -16.87, -14.23, -0.82, -7.53, -6.29, -12.27, -7.5, -12.26, -2.41, -5.02, -11.14]""",0.5
sol,681,44,7,16,17,5,12,33.7,-10.3,"""[25.79, 99.9, 0.88, 37.34, 4.37]""","""[-15.94, -21.05, -14.93, -0.82, -8.95, -6.29, -13.19, -8.74, -12.48, -3.14, -6.29, -12.16]""",1.9
sol,681,15,7,17,16,4,12,39.0,-11.7,"""[24.28, 92.01, 36.86, 2.92]""","""[-23.06, -16.59, -12.4, -9.99, -11.48, -16.48, -8.74, -1.03, -14.44, -3.43, -7.22, -15.52]""",0.7
sol,681,42,7,18,14,4,10,37.2,-10.6,"""[22.74, 89.63, 33.41, 2.87]""","""[-12.76, -9.99, -11.48, -16.48, -9.54, -2.09, -14.59, -5.77, -7.52, -15.98]""",1.9
sol,681,40,7,19,12,3,9,47.9,-11.5,"""[20.68, 89.63, 33.41]""","""[-14.46, -10.11, -11.48, -17.61, -9.54, -2.63, -5.77, -15.7, -15.98]""",1.8
sol,681,39,7,20,11,3,8,44.9,-11.9,"""[17.4, 84.96, 32.43]""","""[-14.97, -12.54, -13.66, -17.99, -11.19, -3.75, -5.77, -15.7]""",1.7
sol,681,67,7,21,9,3,6,42.8,-10.1,"""[11.87, 84.96, 31.68]""","""[-10.69, -12.54, -13.66, -11.8, -6.01, -6.01]""",3.0
sol,681,51,7,22,9,3,6,41.4,-12.1,"""[11.87, 82.33, 29.85]""","""[-13.66, -12.54, -17.67, -12.4, -9.45, -7.08]""",2.3
sol,681,40,7,23,9,3,6,41.0,-13.7,"""[11.28, 82.33, 29.3]""","""[-16.08, -15.45, -17.67, -15.2, -9.45, -8.43]""",1.8
sol,681,22,7,24,9,3,6,36.4,-14.4,"""[10.44, 77.57, 21.04]""","""[-16.08, -15.45, -17.67, -16.77, -11.53, -8.61]""",1.0
sol,681,266,8,6,65,23,42,20.6,-5.0,"""[50.12, 15.7, 1.76, 9.48, 3.74, 4.08, 6.91, 7.23, 2.21, 4.96, 110.74, 2.08, 1.67, 2.62, 9.45, 0.3, 5.45, 6.36, 28.49, 2.41, 14.19, 166.49, 18.44]""","""[-1.8, -6.15, -10.52, -4.08, -9.24, -4.73, -3.24, -14.48, -7.05, -8.9, -6.5, -3.28, -5.92, -4.05, -4.07, -6.07, -5.57, -2.89, -5.36, -6.68, -3.43, -3.26, -4.86, -6.4, -5.3, -5.24, -1.81, -1.14, -3.88, -3.91, -4.59, -5.19, -2.3, -4.38, -5.79, -0.76, -4.7, -0.92, -8.79, -0.72, -5.22, -5.23]""",11.7
sol,681,222,8,7,54,19,35,22.5,-5.9,"""[50.12, 9.25, 1.12, 8.27, 0.94, 2.61, 4.0, 5.79, 1.61, 92.87, 4.47, 2.62, 9.45, 1.08, 42.26, 1.25, 14.19, 161.56, 14.94]""","""[-4.15, -6.75, -6.56, -5.79, -6.5, -16.75, -8.9, -10.56, -5.66, -5.31, -4.64, -7.05, -7.46, -5.97, -1.01, -4.19, -5.92, -0.62, -8.97, -8.73, -2.52, -5.56, -5.01, -5.92, -1.0, -7.71, -5.79, -0.35, -1.89, -6.67, -6.54, -8.79, -1.5, -7.72, -7.88]""",9.8
sol,681,149,8,8,49,14,35,26.9,-6.5,"""[46.63, 6.49, 7.15, 0.61, 2.67, 3.35, 87.37, 3.68, 9.19, 38.66, 0.36, 12.79, 147.5, 10.7]""","""[-5.83, -9.13, -10.93, -8.95, -6.5, -19.04, -12.62, -13.42, -1.66, -3.87, -6.04, -5.02, -5.85, -7.0, -1.1, -1.01, -7.21, -7.7, -3.28, -13.8, -8.73, -3.86, -1.77, -8.04, -4.87, -2.03, -7.71, -0.35, -0.04, -3.35, -7.53, -6.54, -10.05, -2.07, -11.26]""",6.6
sol,681,147,8,9,42,12,30,29.3,-6.8,"""[45.02, 0.15, 3.32, 0.56, 1.92, 87.37, 5.64, 7.74, 38.66, 10.94, 142.26, 7.95]""","""[-9.79, -13.9, -13.49, -8.95, -7.4, -14.4, -16.69, -2.99, -5.49, -0.78, -5.97, -7.0, -4.07, -1.01, -8.0, -7.7, -2.16, -9.05, -5.34, -9.3, -7.1, -2.99, -8.31, -2.41, -1.03, -4.07, -0.93, -9.4, -10.05, -3.87]""",6.5
sol,681,184,8,10,32,9,23,40.5,-7.8,"""[41.3, 7.71, 104.32, 3.37, 1.46, 6.94, 52.58, 10.25, 136.67]""","""[-10.6, -13.9, -15.48, -10.53, -9.65, -16.62, -21.14, -5.18, -5.17, -1.45, -6.19, -2.53, -1.52, -7.08, -8.33, -1.23, -8.46, -9.76, -5.64, -2.41, -6.13, -1.56, -9.4]""",8.1
sol,681,188,8,11,27,7,20,49.2,-7.8,"""[38.48, 109.82, 1.43, 6.7, 50.89, 9.25, 128.08]""","""[-20.42, -12.24, -10.47, -21.14, -6.77, -8.76, -2.65, -2.48, -2.57, -9.21, -9.93, -1.95, -9.13, -9.63, -1.68, -6.65, -2.41, -6.76, -2.17, -9.4]""",8.3
sol,681,40,8,12,24,5,19,39.8,-8.3,"""[35.58, 108.38, 4.88, 43.16, 7.04]""","""[-20.42, -13.42, -11.93, -21.7, -10.8, -9.58, -6.2, -3.34, -4.29, -10.14, -1.95, -9.13, -10.52, -0.51, -2.37, -7.17, -2.41, -3.11, -9.4]""",1.8
sol,681,12,8,13,22,4,18,47.0,-9.7,"""[32.55, 106.16, 43.16, 6.15]""","""[-23.03, -13.61, -13.45, -25.06, -13.11, -10.13, -9.94, -7.83, -5.76, -1.95, -11.34, -7.5, -5.03, -1.31, -8.27, -2.41, -4.7, -10.91]""",0.6
sol,681,14,8,14,20,6,14,30.6,-12.1,"""[29.81, 1.7, 102.4, 3.26, 40.92, 5.62]""","""[-24.61, -15.61, -14.74, -25.06, -16.87, -12.65, -7.29, -6.29, -11.34, -7.5, -9.0, -2.41, -5.02, -10.91]""",0.6
sol,681,23,8,15,18,5,13,34.9,-11.6,"""[29.4, 99.9, 1.67, 38.9, 4.68]""","""[-16.59, -28.69, -21.05, -14.93, -3.87, -8.06, -6.29, -12.27, -7.5, -12.26, -2.41, -5.26, -12.16]""",1.0
sol,681,31,8,16,17,5,12,33.3,-11.3,"""[24.28, 99.2, 1.67, 37.58, 3.58]""","""[-16.92, -22.02, -16.59, -4.79, -8.95, -6.29, -14.79, -8.74, -12.37, -4.37, -7.22, -12.16]""",1.4
sol,681,37,8,17,14,4,10,37.8,-11.3,"""[23.86, 89.63, 0.88, 36.86]""","""[-24.71, -7.45, -10.31, -7.43, -16.48, -8.74, -14.44, -4.37, -7.22, -12.16]""",1.7
sol,681,35,8,18,13,3,10,48.4,-11.0,"""[22.2, 89.63, 33.41]""","""[-14.46, -10.11, -11.48, -16.65, -9.05, -2.09, -14.82, -5.77, -9.22, -15.98]""",1.6
sol,681,48,8,19,11,3,8,47.0,-11.6,"""[18.06, 89.63, 33.41]""","""[-14.97, -11.84, -11.48, -18.55, -11.09, -3.29, -5.77, -15.7]""",2.1
sol,681,58,8,20,10,3,7,44.5,-10.7,"""[16.13, 84.96, 32.38]""","""[-10.34, -12.54, -13.66, -11.75, -4.47, -6.41, -15.84]""",2.6
sol,681,58,8,21,9,3,6,42.5,-11.5,"""[11.87, 84.96, 30.61]""","""[-13.66, -12.54, -13.66, -14.67, -7.59, -6.65]""",2.6
sol,681,43,8,22,9,3,6,40.4,-13.0,"""[11.28, 82.33, 27.71]""","""[-16.08, -14.55, -17.67, -14.67, -7.59, -7.44]""",1.9
sol,681,26,8,23,9,3,6,37.9,-14.5,"""[10.44, 82.33, 21.04]""","""[-18.06, -15.45, -17.67, -15.1, -11.53, -9.22]""",1.2
sol,681,16,8,24,9,3,6,35.7,-15.1,"""[8.53, 77.57, 21.04]""","""[-18.06, -15.45, -17.67, -18.72, -11.53, -9.22]""",0.7
sol,681,248,9,6,65,23,42,20.4,-5.2,"""[2.46, 50.12, 12.65, 1.76, 9.48, 3.74, 3.36, 6.24, 7.23, 2.21, 4.96, 110.74, 2.08, 2.62, 9.45, 0.3, 5.45, 6.36, 28.49, 2.02, 14.19, 166.49, 16.87]""","""[-1.8, -6.15, -11.43, -10.52, -4.32, -9.24, -4.92, -3.24, -14.48, -7.05, -8.9, -7.06, -3.28, -6.84, -4.05, -4.07, -6.07, -6.57, -6.68, -3.43, -3.26, -4.57, -8.53, -5.3, -5.24, -0.32, -0.4, -3.73, -3.88, -4.1, -4.59, -5.19, -3.66, -4.38, -4.44, -0.76, -4.7, -2.55, -8.79, -1.5, -5.22, -5.23]""",11.0
sol,681,219,9,7,53,20,33,21.3,-6.3,"""[50.12, 9.25, 1.59, 8.27, 1.86, 3.55, 5.79, 0.75, 3.55, 92.87, 0.29, 4.47, 2.62, 9.45, 1.08, 42.26, 1.25, 14.19, 160.74, 12.58]""","""[-1.8, -7.86, -7.31, -5.37, -6.5, -16.75, -11.05, -10.56, -3.45, -5.66, -5.31, -5.31, -8.31, -7.46, -5.97, -4.12, -5.92, -8.97, -8.73, -3.86, -5.56, -5.01, -5.92, -1.88, -6.98, -0.35, -1.89, -6.67, -6.54, -8.79, -1.5, -7.72, -7.88]""",9.7
sol,681,166,9,8,46,12,34,30.8,-6.0,"""[45.02, 4.56, 6.41, 0.56, 1.92, 87.37, 6.29, 8.82, 38.66, 12.79, 147.5, 9.93]""","""[-5.83, -9.13, -10.93, -6.44, -7.4, -13.03, -15.18, -2.99, -4.62, -7.12, -1.73, -6.09, -5.85, -5.97, -1.34, -1.01, -8.0, -7.7, -1.63, -10.61, -1.77, -8.04, -4.87, -2.03, -7.71, -2.41, -0.04, -4.07, -0.93, -7.53, -9.4, -10.05, -1.81, -10.53]""",7.3
sol,681,151,9,9,40,11,29,30.7,-6.4,"""[44.12, 3.32, 1.92, 87.37, 4.15, 1.46, 7.74, 35.07, 10.94, 136.67, 4.88]""","""[-8.33, -13.9, -13.49, -9.28, -7.69, -15.25, -15.18, -1.09, -2.99, -6.19, -2.53, -1.52, -6.76, -7.63, -4.07, -1.01, -8.0, -7.7, -2.76, -7.1, -3.21, -8.31, -2.41, -1.03, -4.76, -0.93, -9.4, -10.05, -3.87]""",6.7
sol,681,184,9,10,31,9,22,40.1,-8.0,"""[39.01, 1.97, 110.45, 1.43, 1.46, 6.94, 52.58, 11.77, 135.04]""","""[-13.53, -13.9, -15.48, -10.59, -10.47, -17.69, -19.19, -2.86, -8.19, -1.45, -1.39, -2.57, -8.0, -8.33, -1.01, -8.46, -7.7, -5.64, -2.41, -6.76, -1.56, -9.4]""",8.1
sol,681,165,9,11,28,6,22,56.9,-8.0,"""[38.48, 109.82, 5.03, 50.89, 9.25, 128.08]""","""[-14.95, -20.42, -12.24, -11.41, -21.14, -6.77, -8.19, -3.98, -2.48, -3.54, -9.81, -9.93, -1.95, -9.13, -9.63, -0.51, -1.68, -6.65, -2.41, -6.76, -2.79, -9.4]""",7.3
sol,681,32,9,12,23,4,19,48.5,-8.5,"""[34.19, 108.38, 43.16, 8.22]""","""[-20.42, -13.42, -12.75, -25.06, -10.8, -9.01, -6.2, -5.87, -4.29, -1.95, -9.13, -10.52, -5.84, -2.18, -0.41, -7.17, -2.41, -4.37, -9.72]""",1.4
sol,681,53,9,13,19,6,13,33.0,-11.1,"""[34.19, 1.7, 106.16, 6.76, 43.16, 6.15]""","""[-23.03, -15.61, -25.06, -13.11, -10.42, -5.76, -6.29, -11.34, -7.5, -8.27, -2.41, -4.7, -10.91]""",2.4
sol,681,19,9,14,19,5,14,36.6,-11.6,"""[31.42, 102.4, 2.94, 41.17, 4.88]""","""[-24.61, -16.59, -28.69, -16.36, -12.65, -0.82, -8.06, -6.29, -11.34, -7.5, -11.76, -2.41, -5.02, -10.91]""",0.9
sol,681,46,9,15,17,5,12,34.5,-10.6,"""[27.85, 99.9, 1.67, 38.9, 4.37]""","""[-16.59, -21.05, -15.66, -3.87, -8.95, -6.29, -12.27, -7.5, -12.26, -3.43, -6.58, -12.16]""",2.0
sol,681,49,9,16,16,5,11,32.8,-10.4,"""[24.28, 99.2, 0.88, 36.86, 2.92]""","""[-17.21, -21.62, -0.62, -9.27, -6.29, -14.79, -8.74, -12.37, -4.37, -7.22, -12.16]""",2.2
sol,681,35,9,17,14,3,11,50.8,-10.6,"""[23.86, 92.01, 36.63]""","""[-24.01, -7.45, -9.99, -7.43, -16.48, -9.05, -2.09, -14.82, -5.77, -7.52, -12.16]""",1.6
sol,681,25,9,18,13,3,10,48.4,-12.0,"""[22.04, 89.63, 33.41]""","""[-14.46, -10.4, -11.48, -17.61, -11.09, -2.09, -15.29, -5.77, -15.7, -15.98]""",1.1
sol,681,44,9,19,11,3,8,47.0,-12.0,"""[18.06, 89.63, 33.41]""","""[-14.97, -12.54, -11.48, -20.03, -11.75, -3.29, -6.41, -15.7]""",2.0
sol,681,70,9,20,9,3,6,44.3,-10.5,"""[16.13, 84.96, 31.85]""","""[-10.34, -12.54, -13.66, -14.67, -4.92, -6.65]""",3.1
sol,681,54,9,21,9,3,6,41.4,-11.6,"""[11.87, 82.33, 29.85]""","""[-11.64, -14.55, -13.66, -14.67, -7.59, -7.26]""",2.4
sol,681,38,9,22,9,3,6,40.7,-13.9,"""[10.44, 82.33, 29.3]""","""[-16.08, -14.55, -17.67, -16.67, -9.45, -9.22]""",1.7
sol,681,26,9,23,9,3,6,37.7,-14.5,"""[10.44, 81.57, 21.04]""","""[-16.08, -15.45, -17.67, -18.72, -9.77, -9.22]""",1.2
sol,681,15,9,24,9,3,6,35.6,-15.3,"""[8.2, 77.57, 21.04]""","""[-18.06, -15.45, -17.67, -18.72, -11.53, -10.16]""",0.7
sol,681,232,10,6,66,23,43,20.5,-5.5,"""[2.46, 52.27, 12.65, 1.76, 9.48, 3.74, 3.36, 6.24, 7.23, 0.75, 4.96, 115.41, 0.29, 2.62, 9.45, 0.3, 5.45, 3.0, 28.49, 2.02, 14.19, 166.49, 17.8]""","""[-1.8, -7.06, -13.17, -10.52, -4.32, -9.24, -4.73, -6.5, -14.48, -8.09, -8.9, -7.36, -4.35, -6.84, -5.11, -4.07, -6.07, -6.44, -2.89, -6.68, -3.27, -3.26, -4.57, -8.53, -5.3, -5.24, -0.32, -1.81, -1.14, -3.88, -4.71, -5.92, -5.19, -3.66, -6.81, -5.79, -0.76, -4.47, -2.55, -8.79, -1.5, -6.26, -5.23]""",10.3
sol,681,229,10,7,49,18,31,22.9,-5.9,"""[50.12, 7.87, 1.59, 8.27, 0.87, 2.67, 5.79, 3.55, 92.42, 4.47, 0.22, 9.19, 1.08, 42.26, 1.25, 13.89, 154.45, 13.02]""","""[-4.33, -8.43, -7.88, -5.37, -7.4, -15.03, -11.41, -10.56, -3.45, -5.66, -6.21, -7.46, -5.97, -1.34, -4.12, -4.86, -0.62, -8.97, -8.73, -3.86, -5.56, -5.01, -0.55, -7.71, -0.35, -1.89, -5.94, -6.54, -8.79, -1.5, -7.88]""",10.1
sol,681,136,10,8,46,12,34,30.3,-6.7,"""[45.02, 3.27, 6.41, 0.56, 1.92, 87.37, 6.25, 8.82, 38.66, 12.05, 142.26, 10.7]""","""[-6.98, -11.62, -10.93, -6.34, -7.69, -18.68, -13.85, -15.18, -2.99, -4.62, -7.5, -1.73, -4.77, -7.0, -4.07, -1.01, -8.0, -5.92, -3.28, -10.61, -1.77, -8.04, -7.1, -2.9, -7.71, -2.41, -0.04, -4.07, -0.93, -7.53, -9.4, -10.05, -1.81, -10.53]""",6.0
sol,681,162,10,9,38,11,27,31.9,-6.9,"""[43.14, 3.32, 1.92, 104.32, 3.82, 1.46, 7.74, 32.15, 10.94, 136.67, 4.88]""","""[-10.16, -13.9, -13.49, -9.46, -10.47, -16.62, -17.73, -2.86, -2.99, -6.19, -2.53, -1.52, -7.09, -7.0, -5.2, -1.01, -8.0, -7.7, -3.21, -8.31, -2.41, -1.03, -4.4, -0.93, -9.4, -10.05, -3.87]""",7.2
sol,681,203,10,10,29,8,21,44.8,-7.4,"""[38.48, 110.45, 1.43, 1.46, 6.94, 52.58, 11.77, 135.04]""","""[-14.54, -15.48, -10.59, -11.41, -19.19, -6.77, -8.19, -1.45, -2.48, -2.57, -7.68, -8.88, -1.95, -1.01, -8.46, -7.7, -5.64, -2.41, -6.76, -2.17, -9.4]""",9.0
sol,681,152,10,11,28,6,22,55.6,-8.2,"""[35.58, 109.82, 6.35, 44.4, 9.25, 128.08]""","""[-16.31, -20.42, -11.65, -12.45, -21.14, -8.3, -8.19, -3.98, -2.89, -3.54, -10.14, -9.93, -1.95, -9.13, -9.63, -0.51, -1.68, -6.65, -2.41, -7.12, -3.11, -9.4]""",6.7
sol,681,23,10,12,23,4,19,47.8,-8.8,"""[32.55, 108.38, 43.16, 7.04]""","""[-20.42, -14.77, -23.36, -12.63, -9.01, -6.94, -5.85, -4.29, -10.73, -6.29, -9.13, -10.52, -5.84, -3.42, -0.41, -7.17, -2.41, -4.37, -9.72]""",1.0
